CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
71824,140.8873,23326872324,0.517,0.467,140.311,0.098,656,0,0.546,0.586,0,0.502,0.57,0,0.524,0.578,0,1.#IO,1.#IO,33,1.098,0,1.#IO,1.#IO,35,1.053,0,-3.916,0.561,65.703,0,0,0,3.103,0.739,61.547,0,0,0,0.065,0.127,0,0,0,0,0,23327025586
71825,140.93547,23326984909,0.517,0.467,140.311,0.098,656,0,0.546,0.586,0,0.502,0.57,0,0.524,0.578,0,1.#IO,1.#IO,33,1.098,0,1.#IO,1.#IO,35,1.053,0,-3.916,0.561,65.703,0,0,0,3.103,0.739,61.547,0,0,0,0.058,0.128,0,0,0,0,0,23327026150
71826,140.94861,23327015628,0,0,140.311,0.098,656,0,0.546,0.586,0,0.502,0.57,0,0.524,0.578,0,1.#IO,1.#IO,33,1.098,0,1.#IO,1.#IO,35,1.053,0,-3.916,0.561,65.703,0,0,0,3.103,0.739,61.547,0,0,0,0.053,0.129,0,0,0,0,0,23327048756
71827,140.95576,23327032337,0,0,140.311,0.098,656,0,0.546,0.586,0,0.502,0.57,0,0.524,0.578,0,1.#IO,1.#IO,33,1.098,0,1.#IO,1.#IO,35,1.053,0,-3.916,0.561,65.703,0,0,0,3.103,0.739,61.547,0,0,0,0.049,0.13,0,0,0,0,0,23327072401
71828,140.96851,23327062124,0.244,0.287,140.311,0.098,656,0,0.482,0.558,1,0.496,0.59,1,0.489,0.573,1,1.#IO,1.#IO,34,1.087,1,1.#IO,1.#IO,34,1.059,1,-3.418,0.509,57.18,1,7.29,1,3.361,0.836,67.032,1,8.547,1,0.04,0.133,0,0,0,0,0,23327153739
71829,140.99329,23327120057,0.478,0.514,140.311,0.098,656,0,0.469,0.456,1,0.496,0.59,0,0.469,0.456,1,1.#IO,1.#IO,34,1.087,1,1.#IO,1.#IO,34,1.059,0,-3.418,0.509,57.18,0,7.29,2,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327224446
71830,141.0309,23327207952,0.47,0.407,140.311,0.098,656,0,0.462,0.299,1,0.496,0.59,0,0.462,0.299,1,1.#IO,1.#IO,34,1.087,1,1.#IO,1.#IO,34,1.059,0,-3.418,0.509,57.18,0,7.29,2,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327235689
71831,141.03644,23327220922,0.463,0.406,140.311,0.098,656,0,0.45,0.402,1,0.496,0.59,0,0.45,0.402,1,1.#IO,1.#IO,33,1.087,1,1.#IO,1.#IO,34,1.059,0,-3.418,0.509,57.18,0,7.076,2,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327396851
71832,141.09443,23327356460,0.466,0.407,140.993,0.101,657,1,0.474,0.41,1,0.496,0.59,0,0.474,0.41,1,1.#IO,1.#IO,34,1.087,1,1.#IO,1.#IO,34,1.059,0,-3.418,0.509,57.18,0,7.29,2,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327422569
71833,141.101,23327371819,0.454,0.378,140.993,0.108,657,1,0.406,0.264,1,0.496,0.59,0,0.406,0.264,1,1.#IO,1.#IO,34,1.087,1,1.#IO,1.#IO,34,1.059,0,-3.418,0.509,57.18,0,7.29,2,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327504767
71834,141.15052,23327487566,0.456,0.373,140.993,0.157,657,1,0.465,0.353,1,0.496,0.59,0,0.465,0.353,1,1.#IO,1.#IO,35,1.087,1,1.#IO,1.#IO,34,1.059,0,-3.418,0.509,57.18,0,7.505,2,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327516051
71835,141.15522,23327498543,0.46,0.368,140.993,0.162,657,1,0.483,0.336,1,0.496,0.59,0,0.483,0.336,1,1.#IO,1.#IO,34,1.084,1,1.#IO,1.#IO,34,0.981,0,-3.564,0.511,60.562,1,7.722,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327562885
71836,141.17309,23327540312,0.46,0.364,140.993,0.18,657,1,0.466,0.341,1,0.496,0.59,0,0.466,0.341,1,1.#IO,1.#IO,34,1.076,1,1.#IO,1.#IO,34,0.973,0,-3.564,0.511,60.562,1,7.722,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327597891
71837,141.1862,23327570965,0.462,0.366,140.993,0.193,657,1,0.475,0.373,1,0.496,0.59,0,0.475,0.373,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,34,0.968,0,-3.564,0.511,60.562,1,7.722,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327621215
71838,141.19985,23327602869,0.463,0.364,140.993,0.207,657,1,0.469,0.354,1,0.496,0.59,0,0.469,0.354,1,1.#IO,1.#IO,34,1.064,1,1.#IO,1.#IO,34,0.963,0,-3.564,0.511,60.562,1,7.722,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327661288
71839,141.2165,23327641789,0.46,0.364,140.993,0.223,657,1,0.435,0.361,1,0.496,0.59,0,0.435,0.361,1,1.#IO,1.#IO,34,1.061,1,1.#IO,1.#IO,34,0.96,0,-3.564,0.511,60.562,1,7.722,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327784858
71840,141.23205,23327678128,0.461,0.372,140.993,0.239,657,1,0.467,0.452,1,0.496,0.59,0,0.467,0.452,1,1.#IO,1.#IO,34,1.057,1,1.#IO,1.#IO,34,0.957,0,-3.564,0.511,60.562,1,7.722,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327834387
71841,141.29071,23327815231,0.46,0.374,140.993,0.297,657,1,0.458,0.412,1,0.496,0.59,0,0.458,0.412,1,1.#IO,1.#IO,35,1.057,1,1.#IO,1.#IO,34,0.957,0,-3.564,0.511,60.562,0,7.949,2,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327844225
71842,141.2976,23327831350,0.461,0.377,140.993,0.304,657,1,0.468,0.398,1,0.496,0.59,0,0.468,0.398,1,1.#IO,1.#IO,35,1.06,1,1.#IO,1.#IO,34,0.959,0,-3.796,0.55,64.495,1,8.465,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327890054
71843,141.31411,23327869940,0.461,0.377,140.993,0.321,657,1,0.463,0.379,1,0.496,0.59,0,0.463,0.379,1,1.#IO,1.#IO,34,1.063,1,1.#IO,1.#IO,34,0.962,0,-3.796,0.55,64.495,1,8.223,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327972077
71844,141.32993,23327906896,0.462,0.379,140.993,0.337,657,1,0.472,0.404,1,0.496,0.59,0,0.472,0.404,1,1.#IO,1.#IO,33,1.07,1,1.#IO,1.#IO,34,0.968,0,-3.796,0.55,64.495,1,7.981,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23327995242
71845,141.36142,23327980514,0.463,0.38,140.993,0.368,657,1,0.467,0.409,1,0.496,0.59,0,0.467,0.409,1,1.#IO,1.#IO,34,1.073,1,1.#IO,1.#IO,34,0.971,0,-3.796,0.538,64.495,1,8.223,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23328006884
71846,141.366,23327991228,0.462,0.383,140.993,0.373,657,1,0.459,0.438,1,0.496,0.59,0,0.459,0.438,1,1.#IO,1.#IO,33,1.073,1,1.#IO,1.#IO,34,0.971,0,-3.796,0.538,64.495,1,7.981,1,3.361,0.836,67.032,0,0,0,0.035,0.137,0,0,0,0,0,23328041953
71847,141.37904,23328021703,0.462,0.381,140.993,0.386,657,1,0.454,0.354,1,0.473,0.343,1,0.463,0.349,1,1.#IO,1.#IO,34,1.073,1,1.#IO,1.#IO,35,1.065,1,-3.796,0.538,64.495,1,8.223,1,3.36,0.739,65.185,1,8.556,1,0.035,0.137,0,0,0,0,0,23328077032
71848,141.39541,23328059959,0.462,0.38,140.993,0.402,657,1,0.451,0.353,1,0.473,0.343,0,0.451,0.353,1,1.#IO,1.#IO,35,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.504,62.477,1,8.2,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328112253
71849,141.4118,23328098279,0.461,0.38,140.993,0.419,657,1,0.449,0.381,1,0.473,0.343,0,0.449,0.381,1,1.#IO,1.#IO,34,1.067,1,1.#IO,1.#IO,35,0.965,0,-3.683,0.504,62.477,1,7.966,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328147165
71850,141.42834,23328136935,0.46,0.382,140.993,0.435,657,1,0.453,0.419,1,0.473,0.343,0,0.453,0.419,1,1.#IO,1.#IO,34,1.064,1,1.#IO,1.#IO,35,0.962,0,-3.683,0.504,62.477,1,7.966,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328194020
71851,141.44487,23328175563,0.46,0.383,140.993,0.452,657,1,0.452,0.419,1,0.473,0.343,0,0.452,0.419,1,1.#IO,1.#IO,34,1.061,1,1.#IO,1.#IO,35,0.96,0,-3.683,0.492,62.477,1,7.966,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328286060
71852,141.47554,23328247257,0.46,0.386,140.993,0.482,657,1,0.463,0.424,1,0.473,0.343,0,0.463,0.424,1,1.#IO,1.#IO,35,1.061,1,1.#IO,1.#IO,35,0.96,0,-3.683,0.492,62.477,1,8.2,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328299160
71853,141.48161,23328261440,0.459,0.383,140.993,0.488,657,1,0.435,0.342,1,0.473,0.343,0,0.435,0.342,1,1.#IO,1.#IO,34,1.061,1,1.#IO,1.#IO,35,0.96,0,-3.683,0.492,62.477,1,7.966,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328310805
71854,141.49627,23328295700,0.459,0.383,140.993,0.503,657,1,0.435,0.342,0,0.473,0.343,0,0.435,0.342,0,1.#IO,1.#IO,34,1.061,0,1.#IO,1.#IO,35,0.96,0,-3.683,0.492,62.477,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328345880
71855,141.51073,23328329505,0.459,0.383,140.993,0.517,657,1,0.435,0.342,0,0.473,0.343,0,0.435,0.342,0,1.#IO,1.#IO,34,1.061,0,1.#IO,1.#IO,35,0.96,0,-3.683,0.492,62.477,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328380975
71856,141.52735,23328368351,0.459,0.383,140.993,0.534,657,1,0.435,0.342,0,0.473,0.343,0,0.435,0.342,0,1.#IO,1.#IO,34,1.061,0,1.#IO,1.#IO,35,0.96,0,-3.683,0.492,62.477,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328438189
71857,141.54369,23328406539,0.456,0.394,140.993,0.534,657,0,0.435,0.342,0,0.473,0.343,0,0.435,0.342,0,1.#IO,1.#IO,34,1.061,0,1.#IO,1.#IO,35,0.96,0,-3.683,0.492,62.477,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328544976
71858,141.59307,23328521961,0.455,0.399,140.993,0.534,657,0,0.453,0.403,1,0.473,0.343,0,0.453,0.403,1,1.#IO,1.#IO,35,1.061,1,1.#IO,1.#IO,35,0.96,0,-3.807,0.537,65.106,1,8.545,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328626770
71859,141.62452,23328595481,0.455,0.399,140.993,0.534,657,0,0.453,0.403,0,0.473,0.343,0,0.453,0.403,0,1.#IO,1.#IO,35,1.061,0,1.#IO,1.#IO,35,0.96,0,-3.807,0.537,65.106,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328693596
71860,141.63909,23328629530,0.447,0.371,141.544,0.095,658,1,0.43,0.316,1,0.473,0.343,0,0.43,0.316,1,1.#IO,1.#IO,35,1.067,1,1.#IO,1.#IO,35,0.966,0,-3.539,0.491,60.909,1,7.994,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328694010
71861,141.65022,23328655556,0.447,0.371,141.544,0.107,658,1,0.43,0.316,0,0.473,0.343,0,0.43,0.316,0,1.#IO,1.#IO,35,1.067,0,1.#IO,1.#IO,35,0.966,0,-3.539,0.491,60.909,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328719922
71862,141.66947,23328700536,0.447,0.371,141.544,0.126,658,1,0.43,0.316,0,0.473,0.343,0,0.43,0.316,0,1.#IO,1.#IO,35,1.067,0,1.#IO,1.#IO,35,0.966,0,-3.539,0.491,60.909,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328801682
71863,141.70256,23328777881,0.45,0.381,141.544,0.159,658,1,0.459,0.41,1,0.473,0.343,0,0.459,0.41,1,1.#IO,1.#IO,34,1.067,1,1.#IO,1.#IO,35,0.966,0,-3.539,0.491,60.909,0,7.766,2,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328860240
71864,141.70772,23328789941,0.452,0.381,141.544,0.164,658,1,0.461,0.382,1,0.473,0.343,0,0.461,0.382,1,1.#IO,1.#IO,35,1.071,1,1.#IO,1.#IO,35,0.969,0,-3.596,0.513,62.19,1,8.162,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328896828
71865,141.73049,23328843169,0.455,0.383,141.544,0.187,658,1,0.469,0.397,1,0.473,0.343,0,0.469,0.397,1,1.#IO,1.#IO,34,1.071,1,1.#IO,1.#IO,35,0.969,0,-3.596,0.513,62.19,0,7.929,2,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328914779
71866,141.7405,23328866566,0.456,0.38,141.544,0.197,658,1,0.465,0.353,1,0.473,0.343,0,0.465,0.353,1,1.#IO,1.#IO,34,1.074,1,1.#IO,1.#IO,35,0.972,0,-3.657,0.541,63.453,1,8.09,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23328918541
71867,141.75755,23328906418,0.46,0.383,141.544,0.214,658,1,0.489,0.409,1,0.473,0.343,0,0.489,0.409,1,1.#IO,1.#IO,35,1.078,1,1.#IO,1.#IO,35,0.975,0,-3.657,0.541,63.453,1,8.328,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329004933
71868,141.77865,23328955732,0.458,0.38,141.544,0.235,658,1,0.439,0.353,1,0.473,0.343,0,0.439,0.353,1,1.#IO,1.#IO,34,1.081,1,1.#IO,1.#IO,35,0.978,0,-3.657,0.541,63.453,1,8.09,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329082150
71869,141.82481,23329063623,0.458,0.383,141.544,0.281,658,1,0.451,0.411,1,0.473,0.343,0,0.451,0.411,1,1.#IO,1.#IO,34,1.085,1,1.#IO,1.#IO,35,0.981,0,-3.657,0.541,63.453,1,8.09,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329206733
71870,141.83905,23329096919,0.457,0.386,141.544,0.295,658,1,0.453,0.41,1,0.473,0.343,0,0.453,0.41,1,1.#IO,1.#IO,35,1.092,1,1.#IO,1.#IO,35,0.988,0,-3.872,0.557,67.505,1,8.86,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329312641
71871,141.87831,23329188667,0.457,0.387,141.544,0.335,658,1,0.456,0.4,1,0.473,0.343,0,0.456,0.4,1,1.#IO,1.#IO,35,1.092,1,1.#IO,1.#IO,35,0.988,0,-3.872,0.57,67.505,1,8.86,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329372837
71872,141.93437,23329319705,0.454,0.377,141.544,0.391,658,1,0.42,0.252,1,0.473,0.343,0,0.42,0.252,1,1.#IO,1.#IO,35,1.092,1,1.#IO,1.#IO,35,0.988,0,-3.872,0.57,67.505,1,8.86,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329373327
71873,141.94047,23329333976,0.451,0.366,141.544,0.397,658,1,0.414,0.22,1,0.473,0.343,0,0.414,0.22,1,1.#IO,1.#IO,35,1.092,1,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,1,8.86,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329414180
71874,141.95461,23329367024,0.451,0.366,141.544,0.411,658,1,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329421083
71875,141.97266,23329409203,0.451,0.366,141.544,0.429,658,1,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329528710
71876,141.99361,23329458181,0.451,0.366,141.544,0.45,658,1,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329580373
71877,142.03616,23329557625,0.452,0.359,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329585328
71878,142.04287,23329573312,0.452,0.359,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329678762
71879,142.07919,23329658214,0.452,0.359,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329689964
71880,142.08426,23329670067,0,0,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329690332
71881,142.08875,23329680563,0,0,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329725932
71882,142.10193,23329711367,0,0,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329795124
71883,142.13291,23329783762,0,0,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329883441
71884,142.13703,23329793390,0,0,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329924259
71885,142.1772,23329887292,0,0,141.544,0.45,658,0,0.414,0.22,0,0.473,0.343,0,0.414,0.22,0,1.#IO,1.#IO,35,1.092,0,1.#IO,1.#IO,35,0.988,0,-3.872,0.582,67.505,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329924658
71886,142.18136,23329897020,0.447,0.307,141.544,0.45,658,0,0.447,0.307,1,0.473,0.343,0,0.447,0.307,1,1.#IO,1.#IO,35,1.089,1,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,1,8.224,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329924914
71887,142.18575,23329907273,0.447,0.307,141.544,0.45,658,0,0.447,0.307,0,0.473,0.343,0,0.447,0.307,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23329967419
71888,142.20089,23329942674,0.447,0.307,141.544,0.45,658,0,0.447,0.307,0,0.473,0.343,0,0.447,0.307,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330028901
71889,142.21748,23329981447,0,0,141.544,0.45,658,0,0.447,0.307,0,0.473,0.343,0,0.447,0.307,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330184055
71890,142.29493,23330162477,0,0,141.544,0.45,658,0,0.447,0.307,0,0.473,0.343,0,0.447,0.307,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330184462
71891,142.30023,23330174863,0,0,141.544,0.45,658,0,0.447,0.307,0,0.473,0.343,0,0.447,0.307,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330354288
71892,142.31589,23330211454,0,0,141.544,0.45,658,0,0.447,0.307,0,0.473,0.343,0,0.447,0.307,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330356451
71893,142.37122,23330340788,0,0,141.544,0.45,658,0,0.447,0.307,0,0.473,0.343,0,0.447,0.307,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-3.646,0.517,62.656,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330368143
71894,142.3757,23330351254,0.252,0.209,141.544,0.45,658,0,0.505,0.419,1,0.473,0.343,0,0.505,0.419,1,1.#IO,1.#IO,35,1.086,1,1.#IO,1.#IO,35,0.982,0,-3.708,0.522,63.312,1,8.31,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330391364
71895,142.38154,23330364921,0.505,0.426,141.544,0.45,658,0,0.505,0.432,1,0.473,0.343,0,0.505,0.432,1,1.#IO,1.#IO,35,1.083,1,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,1,8.31,1,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330426285
71896,142.39788,23330403099,0.505,0.426,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330482664
71897,142.41458,23330442131,0.505,0.426,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330580034
71898,142.43593,23330492038,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330683419
71899,142.50442,23330652129,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330695052
71900,142.51371,23330673841,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330695444
71901,142.51791,23330683671,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330741894
71902,142.52905,23330709704,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330870846
71903,142.59103,23330854566,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330882023
71904,142.59615,23330866534,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330917280
71905,142.61205,23330903705,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23330975895
71906,142.63541,23330958310,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23331044394
71907,142.65394,23331001623,0,0,141.544,0.45,658,0,0.505,0.432,0,0.473,0.343,0,0.505,0.432,0,1.#IO,1.#IO,35,1.083,0,1.#IO,1.#IO,35,0.979,0,-3.708,0.522,63.312,0,0,0,3.36,0.739,65.185,0,0,0,0.035,0.137,0,0,0,0,0,23331139461
