CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
72387,158.48144,23367996374,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.538,0.274,0,0,0,0,0,23368171380
72388,158.5165,23368078334,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.601,0.274,0,0,0,0,0,23368172181
72389,158.52824,23368105780,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.634,0.272,0,0,0,0,0,23368253107
72390,158.54103,23368135662,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.673,0.268,0,0,0,0,0,23368253767
72391,158.54795,23368151831,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.708,0.263,0,0,0,0,0,23368332128
72392,158.58373,23368235474,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.884,0.263,0,0,0,0,0,23368463193
72393,158.6265,23368335447,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.885,0.263,0,0,0,0,0,23368463654
72394,158.63078,23368345437,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.885,0.263,0,0,0,0,0,23368604494
72395,158.64621,23368381502,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368607852
72396,158.68548,23368473303,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368609466
72397,158.6896,23368482937,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368609888
72398,158.697,23368500229,0,0,157.701,0.161,675,0,0.91,0.386,0,0.531,0.66,0,0.91,0.386,0,1.#IO,1.#IO,34,1.06,0,1.#IO,1.#IO,36,0.959,0,-4.244,0.449,62.982,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368649220
72399,158.73977,23368600207,0.444,0.231,157.701,0.161,675,0,0.89,0.463,1,0.531,0.66,0,0.89,0.463,1,1.#IO,1.#IO,35,1.057,1,1.#IO,1.#IO,36,0.956,0,-4.131,0.434,60.893,1,7.992,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368649823
72400,158.74782,23368619013,0.592,0.31,157.701,0.161,675,0,0.887,0.468,1,0.531,0.66,0,0.887,0.468,1,1.#IO,1.#IO,33,1.054,1,1.#IO,1.#IO,36,0.953,0,-4.167,0.436,61.245,1,7.579,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368748919
72401,158.76684,23368663461,0.91,0.497,157.701,0.161,675,0,0.954,0.56,1,0.531,0.66,0,0.954,0.56,1,1.#IO,1.#IO,35,1.051,1,1.#IO,1.#IO,36,0.951,0,-4.167,0.436,61.245,1,8.038,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368749335
72402,158.77738,23368688105,0.925,0.524,157.701,0.161,675,0,0.94,0.552,1,0.531,0.66,0,0.94,0.552,1,1.#IO,1.#IO,34,1.048,1,1.#IO,1.#IO,36,0.948,0,-4.167,0.436,61.245,1,7.809,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368828014
72403,158.80519,23368753117,0.928,0.534,157.701,0.161,675,0,0.935,0.556,1,0.531,0.66,0,0.935,0.556,1,1.#IO,1.#IO,34,1.045,1,1.#IO,1.#IO,36,0.945,0,-4.167,0.436,61.245,1,7.809,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23368950224
72404,158.85085,23368859832,0.929,0.54,158.767,0.084,676,1,0.932,0.553,1,0.531,0.66,0,0.932,0.553,1,1.#IO,1.#IO,34,1.042,1,1.#IO,1.#IO,36,0.943,0,-4.231,0.443,62.109,1,7.919,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369010433
72405,158.8853,23368940357,0.919,0.518,158.767,0.118,676,1,0.88,0.432,1,0.531,0.66,0,0.88,0.432,1,1.#IO,1.#IO,35,1.039,1,1.#IO,1.#IO,36,0.94,0,-4.231,0.443,62.109,1,8.152,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369010815
72406,158.89627,23368966000,0.919,0.518,158.767,0.129,676,1,0.88,0.432,0,0.531,0.66,0,0.88,0.432,0,1.#IO,1.#IO,35,1.039,0,1.#IO,1.#IO,36,0.94,0,-4.231,0.443,62.109,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369011072
72407,158.90863,23368994887,0.919,0.518,158.767,0.142,676,1,0.88,0.432,0,0.531,0.66,0,0.88,0.432,0,1.#IO,1.#IO,35,1.039,0,1.#IO,1.#IO,36,0.94,0,-4.231,0.443,62.109,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369046502
72408,158.92496,23369033045,0.919,0.518,158.767,0.158,676,1,0.88,0.432,0,0.531,0.66,0,0.88,0.432,0,1.#IO,1.#IO,35,1.039,0,1.#IO,1.#IO,36,0.94,0,-4.231,0.443,62.109,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369238156
72409,158.9886,23369181813,0.902,0.492,158.767,0.222,676,1,0.816,0.363,1,0.531,0.66,0,0.816,0.363,1,1.#IO,1.#IO,35,1.033,1,1.#IO,1.#IO,36,0.934,0,-4.152,0.417,60.86,1,7.988,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369238771
72410,158.9927,23369191382,0.89,0.474,158.767,0.226,676,1,0.816,0.371,1,0.531,0.66,0,0.816,0.371,1,1.#IO,1.#IO,35,1.033,1,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,1,8.159,1,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369298604
72411,159.00814,23369227483,0.89,0.474,158.767,0.241,676,1,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,1,0,0,0,0,23369337635
72412,159.02841,23369274846,0.89,0.474,158.767,0.262,676,1,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,1,0,0,0,0,23369376022
72413,159.06294,23369355561,0.89,0.474,158.767,0.296,676,1,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369446999
72414,159.07324,23369379646,0.887,0.471,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369447356
72415,159.08936,23369417324,0.887,0.471,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369542353
72416,159.10569,23369455489,0.887,0.471,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369542820
72417,159.12408,23369498470,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369710456
72418,159.14973,23369558418,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,2,0,0,0,0,23369738930
72419,159.21987,23369722369,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,2,0,0,0,0,23369739323
72420,159.22374,23369731427,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369776902
72421,159.23716,23369762794,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369873382
72422,159.25359,23369801195,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369933351
72423,159.28588,23369876652,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369933946
72424,159.29129,23369889305,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23369967173
72425,159.30357,23369918020,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23370041053
72426,159.3204,23369957339,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23370041439
72427,159.33587,23369993516,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23370176374
72428,159.35267,23370032764,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.263,0,0,0,0,0,23370213462
72429,159.40258,23370149422,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.887,0.264,0,0,0,0,0,23370214344
72430,159.41793,23370185321,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.888,0.269,0,0,0,0,0,23370368322
72431,159.43422,23370223385,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.891,0.278,0,0,0,0,0,23370368726
72432,159.45117,23370262999,0,0,158.767,0.296,676,0,0.816,0.371,0,0.531,0.66,0,0.816,0.371,0,1.#IO,1.#IO,35,1.033,0,1.#IO,1.#IO,36,0.934,0,-4.247,0.425,62.161,0,0,0,2.45,0.78,62.091,0,0,0,0.894,0.29,0,0,0,0,0,23370465806
72433,159.49411,23370363382,0.413,0.209,158.767,0.296,676,0,0.827,0.418,1,0.531,0.66,0,0.827,0.418,1,1.#IO,1.#IO,34,1.033,1,1.#IO,1.#IO,36,0.934,0,-4.325,0.43,62.786,1,8.005,1,2.45,0.78,62.091,0,0,0,0.916,0.403,0,0,0,0,0,23370513921
72434,159.54322,23370478161,0.55,0.273,158.767,0.296,676,0,0.824,0.402,1,0.531,0.66,0,0.824,0.402,1,1.#IO,1.#IO,34,1.033,1,1.#IO,1.#IO,36,0.934,0,-4.325,0.43,62.786,0,8.005,2,2.45,0.78,62.091,0,0,0,0.921,0.433,0,0,0,0,0,23370661303
72435,159.54811,23370489583,0.827,0.412,158.767,0.296,676,0,0.83,0.417,1,0.531,0.66,0,0.83,0.417,1,1.#IO,1.#IO,34,1.03,1,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,1,7.735,1,2.45,0.78,62.091,0,0,0,0.922,0.464,0,0,0,0,0,23370661702
72436,159.56624,23370531973,0.851,0.457,158.767,0.296,676,0,0.874,0.5,1,0.531,0.66,0,0.874,0.5,1,1.#IO,1.#IO,33,1.027,1,1.#IO,1.#IO,36,0.929,0,-4.162,0.41,60.668,1,7.508,1,2.45,0.78,62.091,0,0,0,0.924,0.551,0,0,0,0,0,23370732187
72437,159.6184,23370653879,0.858,0.459,158.767,0.296,676,0,0.874,0.463,1,0.531,0.66,0,0.874,0.463,1,1.#IO,1.#IO,35,1.027,1,1.#IO,1.#IO,36,0.929,0,-4.162,0.41,60.668,0,7.963,2,2.45,0.78,62.091,0,0,0,0.923,0.562,0,0,0,0,0,23370732884
72438,159.62385,23370666630,0.869,0.471,159.548,0.076,677,1,0.902,0.509,1,0.531,0.66,0,0.902,0.509,1,1.#IO,1.#IO,34,1.024,1,1.#IO,1.#IO,36,0.926,0,-4.162,0.41,60.668,1,7.735,1,2.45,0.78,62.091,0,0,0,0.922,0.579,0,0,0,0,0,23370733154
72439,159.6364,23370695962,0.876,0.478,159.548,0.088,677,1,0.901,0.502,1,0.531,0.66,0,0.901,0.502,1,1.#IO,1.#IO,34,1.024,1,1.#IO,1.#IO,36,0.926,0,-4.321,0.426,63.07,1,8.041,1,2.45,0.78,62.091,0,0,0,0.922,0.579,0,0,0,0,0,23370869040
72440,159.64869,23370724679,0.881,0.481,159.548,0.101,677,1,0.907,0.503,1,0.531,0.66,0,0.907,0.503,1,1.#IO,1.#IO,34,1.027,1,1.#IO,1.#IO,36,0.929,0,-4.162,0.41,60.668,1,7.735,1,2.45,0.78,62.091,0,0,0,0.917,0.633,0,0,0,0,0,23370941845
72441,159.71276,23370874428,0.876,0.473,159.548,0.165,677,1,0.851,0.422,1,0.531,0.66,0,0.851,0.422,1,1.#IO,1.#IO,34,1.03,1,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,1,7.735,1,2.45,0.78,62.091,0,0,0,0.917,0.637,0,0,0,0,0,23370942346
72442,159.7173,23370885047,0.876,0.473,159.548,0.169,677,1,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.917,0.637,0,0,0,0,0,23370942619
72443,159.73008,23370914914,0.876,0.473,159.548,0.182,677,1,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.917,0.643,0,0,0,0,0,23371064908
72444,159.74646,23370953206,0.876,0.473,159.548,0.198,677,1,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.917,0.651,0,0,0,0,0,23371175788
72445,159.79098,23371057258,0.885,0.483,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,0,0,0,0,0,23371331657
72446,159.84897,23371192806,0.885,0.483,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,0,0,0,0,0,23371332256
72447,159.87409,23371251538,0.885,0.483,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,0,0,0,0,0,23371416837
72448,159.87939,23371263909,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,0,0,0,0,0,23371519309
72449,159.89524,23371300961,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,1,0,0,0,0,23371519860
72450,159.97214,23371480701,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,1,0,0,0,0,23371562146
72451,159.97687,23371491769,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,0,0,0,0,0,23371562585
72452,159.99454,23371533065,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.916,0.669,0,0,0,0,0,23371634669
72453,160.0116,23371572927,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.912,0.669,2,0,0,0,0,23371760201
72454,160.04243,23371645001,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.907,0.664,2,0,0,0,0,23371760724
72455,160.04628,23371653997,0,0,159.548,0.198,677,0,0.851,0.422,0,0.531,0.66,0,0.851,0.422,0,1.#IO,1.#IO,34,1.03,0,1.#IO,1.#IO,36,0.932,0,-4.162,0.41,60.668,0,0,0,2.45,0.78,62.091,0,0,0,0.907,0.664,0,0,0,0,0,23371941806
72456,160.08598,23371746792,0.451,0.251,159.548,0.198,677,0,0.903,0.503,1,0.531,0.66,0,0.903,0.503,1,1.#IO,1.#IO,34,1.037,1,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,1,8.041,1,2.45,0.78,62.091,0,0,0,0.699,0.433,0,0,0,0,0,23371942248
72457,160.11994,23371826168,0.899,0.493,159.548,0.198,677,0,0.894,0.483,1,0.531,0.66,0,0.894,0.483,1,1.#IO,1.#IO,34,1.037,1,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,1,8.041,1,2.45,0.78,62.091,0,0,0,0.388,0,0,0,0,0,0,23372104379
72458,160.1919,23371994371,0.899,0.493,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.386,0,0,0,0,0,0,23372104909
72459,160.19673,23372005647,0.899,0.493,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.386,0,0,0,0,0,0,23372105177
72460,160.20645,23372028386,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.385,0,0,0,0,0,0,23372188223
72461,160.22333,23372067828,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.385,0,0,0,0,0,0,23372300378
72462,160.24795,23372125385,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.355,0,0,0,0,0,0,23372351260
72463,160.3243,23372303834,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.35,0,0,0,0,0,0,23372351716
72464,160.32884,23372314458,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.344,0,0,0,0,0,0,23372437862
72465,160.33795,23372335731,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.327,0,0,0,0,0,0,23372438267
72466,160.37023,23372411194,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.323,0,0,0,0,0,0,23372438519
72467,160.37441,23372420966,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.323,0,0,0,0,0,0,23372509783
72468,160.38722,23372450904,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.315,0,0,0,0,0,0,23372769094
72469,160.41439,23372514416,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.297,0.004,0,0,0,0,0,23372769613
72470,160.51263,23372744023,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.297,0.004,0,0,0,0,0,23372769871
72471,160.51712,23372754534,0,0,159.548,0.198,677,0,0.894,0.483,0,0.531,0.66,0,0.894,0.483,0,1.#IO,1.#IO,34,1.037,0,1.#IO,1.#IO,36,0.938,0,-4.321,0.426,63.07,0,0,0,2.45,0.78,62.091,0,0,0,0.297,0.004,0,0,0,0,0,23373041673
